Product ID,Product Position,Price,Competitor's Price,Promotion,Foot Traffic,Consumer Demographics,Product Category,Seasonal,Sales Volume
108,Entrance Display,1710.94,1964.71,Yes,High,Families,Personal Care,No,226
109,Checkout Zone,1254.05,1168.99,Yes,High,Young Adults,Clothing,Yes,255
110,Entrance Display,915.17,1000.19,Yes,Low,Young Adults,Personal Care,Yes,89
111,Floor Level,780.94,703.59,No,High,Middle-Aged,Food & Beverages,Yes,65
112,Eye Level,1258.44,1175.75,No,High,Middle-Aged,Food & Beverages,No,249
113,Entrance Display,946.16,1025.06,No,Medium,Middle-Aged,Electronics,No,164
114,Floor Level,1295.93,1294.0,No,Medium,Families,Personal Care,Yes,52
115,Top Shelf,257.97,253.71,No,Medium,Seniors,Electronics,No,34
116,Floor Level,1153.56,1257.41,Yes,High,Young Adults,Home & Kitchen,No,85
117,Floor Level,1233.78,1200.85,Yes,High,Middle-Aged,Sports,Yes,119
118,Entrance Display,652.42,655.22,Yes,High,Seniors,Sports,Yes,241
119,Eye Level,687.1,683.96,No,Low,Seniors,Home & Kitchen,No,142
120,End Cap,1832.4,2163.09,No,Medium,Seniors,Electronics,No,178
121,Eye Level,1520.6,1412.58,Yes,High,Students,Personal Care,Yes,283
122,Top Shelf,565.69,505.31,Yes,Medium,Seniors,Home & Kitchen,No,57
123,Entrance Display,261.27,243.46,No,Low,Seniors,Home & Kitchen,Yes,62
124,Entrance Display,1289.04,1305.14,Yes,High,Seniors,Sports,No,194
125,Eye Level,138.43,119.47,Yes,Medium,Students,Food & Beverages,No,235
126,Top Shelf,1357.45,1506.9,No,High,Families,Home & Kitchen,Yes,126
127,Top Shelf,1675.7,1785.42,Yes,Medium,Families,Clothing,Yes,131
128,Floor Level,1962.81,1920.74,Yes,High,Seniors,Electronics,No,117
129,Floor Level,1938.0,2291.01,Yes,Medium,Students,Electronics,Yes,99
130,Floor Level,1978.2,2226.35,Yes,Low,Young Adults,Home & Kitchen,Yes,68
131,Checkout Zone,1635.45,1523.5,Yes,Low,Seniors,Food & Beverages,Yes,111
132,Checkout Zone,1607.1,1427.87,No,Low,Middle-Aged,Electronics,No,57
133,End Cap,80.77,76.16,No,Low,Young Adults,Clothing,No,110
134,Floor Level,931.41,863.92,Yes,High,Young Adults,Sports,No,89
135,Top Shelf,168.61,171.58,Yes,Medium,Families,Electronics,Yes,103
136,Floor Level,178.08,168.51,Yes,High,Students,Home & Kitchen,No,118
137,Top Shelf,934.75,992.61,No,Low,Students,Sports,Yes,65
138,Top Shelf,1781.78,1772.58,No,Medium,Families,Clothing,Yes,80
139,Floor Level,659.42,619.33,No,Low,Young Adults,Electronics,Yes,40
140,Top Shelf,1501.95,1472.55,Yes,Low,Students,Electronics,No,57
141,Entrance Display,851.08,983.65,Yes,Medium,Seniors,Home & Kitchen,No,196
142,Floor Level,1176.94,1088.03,Yes,High,Families,Food & Beverages,Yes,90
143,Floor Level,274.03,259.64,No,Low,Students,Home & Kitchen,Yes,62
144,Checkout Zone,106.46,100.67,No,Medium,Seniors,Personal Care,Yes,83
145,End Cap,1154.33,1143.1,Yes,Low,Young Adults,Sports,Yes,136
146,Top Shelf,934.61,845.91,No,Medium,Seniors,Home & Kitchen,Yes,36
147,Eye Level,356.95,380.6,Yes,High,Families,Clothing,No,311
148,Top Shelf,470.36,484.15,No,Medium,Families,Electronics,No,100
149,Entrance Display,1077.52,1032.21,No,Low,Young Adults,Food & Beverages,No,76
150,End Cap,1540.11,1465.12,Yes,Low,Young Adults,Clothing,No,156
151,End Cap,791.4,867.6,Yes,High,Seniors,Electronics,No,232
152,Entrance Display,900.63,910.46,Yes,Low,Seniors,Home & Kitchen,No,111
153,Checkout Zone,1433.52,1428.06,No,Low,Middle-Aged,Home & Kitchen,No,40
154,Entrance Display,221.85,254.14,No,Low,Families,Home & Kitchen,No,127
155,Checkout Zone,821.75,787.73,Yes,Medium,Young Adults,Home & Kitchen,Yes,156
156,Checkout Zone,1816.55,1766.2,Yes,High,Middle-Aged,Food & Beverages,Yes,229
157,End Cap,434.68,461.13,No,High,Families,Clothing,No,251
158,Entrance Display,1735.28,1855.93,No,Low,Families,Electronics,No,120
159,Top Shelf,1602.84,1694.2,No,Medium,Families,Electronics,Yes,72
160,Floor Level,199.63,230.07,No,Low,Students,Home & Kitchen,No,48
161,Top Shelf,926.98,1050.67,Yes,High,Students,Food & Beverages,Yes,156
162,Top Shelf,1631.39,1864.81,Yes,High,Young Adults,Home & Kitchen,Yes,171
163,Eye Level,1429.86,1711.32,Yes,High,Seniors,Personal Care,No,280
164,Top Shelf,1373.85,1192.95,No,High,Seniors,Electronics,No,115
165,Eye Level,604.09,666.5,No,High,Middle-Aged,Personal Care,Yes,260
166,Checkout Zone,1837.66,1761.55,Yes,High,Families,Food & Beverages,Yes,188
167,Floor Level,1304.81,1259.1,No,Low,Students,Electronics,No,30
168,Checkout Zone,85.55,81.97,No,Low,Seniors,Clothing,Yes,51
169,End Cap,352.14,335.78,Yes,Low,Students,Electronics,No,115
170,Checkout Zone,1214.63,1098.01,Yes,Low,Students,Food & Beverages,No,103
171,Eye Level,760.38,837.83,No,Medium,Families,Food & Beverages,Yes,154
172,Floor Level,1812.75,1663.93,No,High,Students,Clothing,No,69
173,Floor Level,1030.67,1027.09,No,Low,Middle-Aged,Personal Care,Yes,63
174,Entrance Display,1754.53,1831.89,No,Low,Students,Electronics,No,65
175,Eye Level,581.94,679.04,Yes,Low,Middle-Aged,Clothing,No,161
176,Eye Level,153.85,157.8,No,Low,Families,Electronics,No,118
177,End Cap,671.44,594.01,Yes,High,Middle-Aged,Electronics,No,239
178,Top Shelf,1529.74,1551.44,Yes,High,Young Adults,Electronics,Yes,117
179,Floor Level,1678.18,1748.8,Yes,High,Seniors,Food & Beverages,No,97
180,Eye Level,514.96,552.88,Yes,High,Families,Electronics,Yes,279
181,Top Shelf,1282.31,1348.05,Yes,High,Students,Personal Care,Yes,159
182,Checkout Zone,415.26,450.09,No,High,Seniors,Electronics,Yes,172
183,Top Shelf,134.89,132.92,No,Medium,Young Adults,Personal Care,Yes,89
184,Entrance Display,1554.43,1721.24,Yes,Medium,Middle-Aged,Electronics,No,178
185,Checkout Zone,1636.34,1491.17,No,High,Middle-Aged,Food & Beverages,Yes,125
186,Entrance Display,122.12,112.42,No,Low,Young Adults,Personal Care,No,104
187,Checkout Zone,1978.79,2058.06,No,Medium,Seniors,Personal Care,Yes,148
188,Entrance Display,582.77,658.4,No,Medium,Families,Sports,No,146
189,Top Shelf,1948.76,1994.89,No,Medium,Seniors,Electronics,No,65
190,Eye Level,1224.78,1393.58,No,High,Seniors,Personal Care,Yes,260
191,Eye Level,1338.79,1281.59,No,High,Families,Personal Care,No,231
192,Eye Level,1248.96,1251.74,No,High,Young Adults,Electronics,No,222
193,Floor Level,1907.94,1717.09,Yes,High,Middle-Aged,Electronics,Yes,104
194,Entrance Display,756.19,894.05,No,Low,Students,Food & Beverages,No,78
195,Floor Level,915.68,802.97,No,Low,Seniors,Food & Beverages,Yes,29
196,Eye Level,1023.14,1008.25,Yes,High,Young Adults,Personal Care,No,288
197,Entrance Display,468.41,498.46,No,High,Young Adults,Food & Beverages,Yes,202
198,Top Shelf,1802.42,1812.85,Yes,Low,Seniors,Sports,No,67
199,Entrance Display,1122.49,1068.19,Yes,Medium,Middle-Aged,Personal Care,Yes,193
200,Eye Level,1594.53,1487.47,Yes,Medium,Young Adults,Personal Care,No,199
201,Top Shelf,1243.3,1094.32,Yes,Medium,Families,Home & Kitchen,No,87
202,Top Shelf,294.39,282.9,Yes,Low,Families,Clothing,No,97
203,End Cap,1547.17,1384.97,Yes,High,Young Adults,Home & Kitchen,Yes,265
204,Floor Level,365.84,430.65,Yes,Low,Seniors,Home & Kitchen,No,57
205,Eye Level,432.79,512.74,No,Medium,Students,Electronics,Yes,191
206,Checkout Zone,383.84,410.16,Yes,High,Seniors,Home & Kitchen,Yes,207
207,Eye Level,138.65,148.98,Yes,High,Students,Clothing,Yes,291
208,Top Shelf,1301.72,1244.1,No,Low,Families,Personal Care,No,76
209,Eye Level,358.26,356.64,Yes,Medium,Seniors,Sports,No,232
210,Entrance Display,1951.98,1748.52,No,Medium,Students,Home & Kitchen,Yes,166
211,Floor Level,959.62,905.51,Yes,Low,Families,Home & Kitchen,No,65
212,End Cap,1636.28,1925.6,Yes,High,Seniors,Food & Beverages,Yes,264
213,Top Shelf,1022.58,979.62,No,Low,Families,Food & Beverages,Yes,79
214,Checkout Zone,144.88,137.42,No,High,Families,Personal Care,Yes,166
215,Eye Level,311.17,293.3,No,Medium,Families,Electronics,Yes,181
216,Floor Level,193.39,198.51,No,High,Seniors,Home & Kitchen,Yes,71
217,End Cap,818.11,923.0,Yes,Medium,Middle-Aged,Food & Beverages,No,182
218,Checkout Zone,138.34,124.22,Yes,Medium,Families,Home & Kitchen,No,143
219,End Cap,689.53,734.06,Yes,Low,Seniors,Home & Kitchen,No,118
220,Checkout Zone,1432.04,1367.49,No,Low,Seniors,Personal Care,Yes,101
221,Top Shelf,1603.67,1770.23,No,High,Seniors,Sports,Yes,98
222,Entrance Display,1187.87,1080.58,Yes,High,Students,Clothing,Yes,207
223,Entrance Display,111.56,131.85,Yes,Low,Families,Food & Beverages,No,130
224,Entrance Display,850.24,953.32,Yes,Medium,Young Adults,Sports,Yes,195
225,Checkout Zone,1143.73,1371.72,Yes,Medium,Middle-Aged,Clothing,No,132
226,Checkout Zone,1367.94,1578.16,No,High,Seniors,Home & Kitchen,No,153
227,End Cap,594.06,567.02,Yes,Medium,Families,Personal Care,No,204
228,Floor Level,611.19,642.19,No,High,Families,Clothing,No,60
229,End Cap,132.03,156.37,No,Low,Seniors,Sports,No,99
230,End Cap,1664.51,1572.79,Yes,High,Seniors,Food & Beverages,Yes,277
231,Checkout Zone,522.79,566.94,Yes,High,Young Adults,Clothing,No,197
232,Entrance Display,246.06,275.53,No,Low,Students,Food & Beverages,No,112
233,Entrance Display,981.02,902.35,No,Medium,Young Adults,Sports,Yes,127
234,Checkout Zone,1830.8,1668.36,Yes,Low,Young Adults,Clothing,No,130
235,End Cap,1759.65,1501.41,No,High,Seniors,Personal Care,No,171
236,Entrance Display,1784.06,1600.25,No,High,Families,Personal Care,Yes,154
237,Eye Level,366.86,370.76,No,Medium,Seniors,Personal Care,Yes,179
238,End Cap,1662.63,1713.09,No,Low,Families,Sports,Yes,108
239,End Cap,981.04,1155.21,Yes,Low,Seniors,Personal Care,No,139
240,Checkout Zone,560.03,546.5,Yes,Low,Young Adults,Sports,Yes,119
241,Top Shelf,361.45,394.03,No,High,Seniors,Personal Care,Yes,120
242,End Cap,982.45,991.53,Yes,High,Seniors,Clothing,No,229
243,Checkout Zone,1535.63,1670.95,Yes,High,Families,Home & Kitchen,No,200
244,Eye Level,170.43,177.53,Yes,High,Middle-Aged,Home & Kitchen,Yes,286
245,End Cap,1716.25,1724.22,No,High,Young Adults,Home & Kitchen,No,215
246,Eye Level,307.29,305.88,No,High,Young Adults,Home & Kitchen,No,259
247,Entrance Display,1460.4,1443.73,No,Low,Young Adults,Clothing,No,97
248,Entrance Display,1105.27,962.79,Yes,Low,Families,Electronics,No,96
249,Top Shelf,1549.5,1732.4,Yes,High,Families,Clothing,No,133
250,Top Shelf,1381.32,1494.07,Yes,High,Middle-Aged,Sports,No,129
251,Eye Level,1986.05,1961.36,Yes,Low,Young Adults,Electronics,No,155
252,Top Shelf,1087.27,1237.5,No,Low,Families,Personal Care,Yes,48
253,Floor Level,1877.95,2072.8,Yes,Low,Students,Electronics,Yes,90
254,End Cap,246.75,212.64,Yes,High,Young Adults,Food & Beverages,Yes,265
255,Top Shelf,506.96,469.47,No,Low,Middle-Aged,Sports,No,103
256,Checkout Zone,511.96,592.18,No,High,Students,Food & Beverages,No,204
257,Floor Level,168.87,199.6,No,High,Families,Home & Kitchen,No,114
258,Eye Level,1886.09,2046.35,No,High,Seniors,Sports,No,219
259,Top Shelf,634.78,580.42,Yes,High,Seniors,Sports,Yes,107
260,Top Shelf,1146.65,1363.05,Yes,High,Students,Food & Beverages,No,152
261,End Cap,446.51,480.6,No,Medium,Middle-Aged,Electronics,No,165
262,Top Shelf,1753.56,1606.01,Yes,High,Students,Food & Beverages,No,139
263,End Cap,641.22,749.04,No,Low,Young Adults,Sports,No,159
264,End Cap,823.43,768.89,Yes,Medium,Seniors,Clothing,No,180
265,Checkout Zone,651.42,635.7,No,Medium,Families,Personal Care,Yes,84
266,Floor Level,857.16,897.35,No,Low,Middle-Aged,Electronics,No,56
267,Checkout Zone,625.62,574.74,No,Low,Families,Home & Kitchen,No,56
268,Floor Level,1934.69,2079.0,No,Medium,Families,Food & Beverages,No,95
269,End Cap,1454.61,1485.03,Yes,High,Students,Electronics,Yes,310
270,Entrance Display,1540.46,1531.74,Yes,High,Middle-Aged,Electronics,Yes,224
271,Eye Level,1036.18,1016.1,Yes,High,Families,Sports,No,262
272,Eye Level,1087.81,1081.25,Yes,Low,Students,Sports,No,122
273,Checkout Zone,83.43,94.66,No,High,Middle-Aged,Electronics,Yes,113
274,Checkout Zone,519.89,554.68,Yes,Medium,Seniors,Personal Care,No,170
275,Eye Level,1920.63,1941.08,No,Low,Young Adults,Sports,Yes,140
276,Eye Level,789.56,823.86,No,Low,Young Adults,Sports,Yes,125
277,Eye Level,1698.39,1826.99,No,Medium,Young Adults,Home & Kitchen,Yes,143
278,End Cap,1807.48,1974.31,Yes,High,Families,Personal Care,Yes,244
279,Eye Level,1803.66,1888.84,No,Low,Young Adults,Food & Beverages,Yes,142
280,Entrance Display,1861.31,1777.08,No,High,Middle-Aged,Home & Kitchen,No,217
281,Entrance Display,798.5,885.47,No,High,Seniors,Electronics,Yes,178
282,Top Shelf,1685.42,1633.52,Yes,High,Students,Clothing,No,122
283,Eye Level,1577.92,1590.06,No,Low,Families,Food & Beverages,No,96
284,Eye Level,1606.21,1766.17,No,Low,Seniors,Food & Beverages,No,163
285,Entrance Display,1492.33,1433.89,Yes,Low,Families,Personal Care,No,162
286,Eye Level,220.23,220.42,Yes,High,Students,Home & Kitchen,No,318
287,Eye Level,224.76,234.64,Yes,High,Families,Electronics,No,278
288,Top Shelf,1569.38,1732.12,No,High,Middle-Aged,Home & Kitchen,Yes,106
289,Entrance Display,380.53,359.27,No,Medium,Families,Personal Care,No,132
290,Floor Level,1576.2,1538.99,No,Low,Families,Home & Kitchen,Yes,49
291,Top Shelf,314.2,267.81,Yes,Medium,Seniors,Clothing,No,98
292,Top Shelf,635.85,674.72,Yes,High,Middle-Aged,Clothing,No,170
293,End Cap,1939.01,1845.95,No,High,Middle-Aged,Personal Care,No,172
294,Floor Level,761.78,896.02,No,Low,Students,Home & Kitchen,Yes,10
295,Entrance Display,1908.36,1930.44,Yes,High,Young Adults,Clothing,No,236
296,End Cap,521.94,563.97,No,High,Families,Clothing,Yes,242
297,Top Shelf,1185.38,1229.27,No,High,Seniors,Sports,Yes,112
298,Eye Level,1332.32,1298.02,Yes,High,Students,Electronics,No,295
299,Floor Level,256.59,226.96,No,Low,Students,Sports,Yes,24
300,Top Shelf,812.71,910.5,No,High,Students,Food & Beverages,No,115
301,Eye Level,253.87,252.75,No,Low,Middle-Aged,Personal Care,No,161
302,Floor Level,1579.33,1630.48,No,Medium,Families,Electronics,No,101
303,Entrance Display,671.87,641.7,No,High,Young Adults,Sports,Yes,211
304,Entrance Display,1056.19,1101.78,Yes,Medium,Students,Clothing,No,200
305,End Cap,1278.03,1169.7,No,High,Students,Food & Beverages,No,203
306,Checkout Zone,808.23,886.35,No,Low,Seniors,Sports,Yes,86
307,Checkout Zone,1609.03,1670.03,Yes,Medium,Seniors,Sports,No,139
308,Checkout Zone,1214.09,1291.74,No,High,Young Adults,Personal Care,No,175
309,Top Shelf,1636.79,1795.72,Yes,Medium,Middle-Aged,Personal Care,Yes,135
310,End Cap,278.05,272.67,No,Low,Students,Clothing,No,98
311,Checkout Zone,1170.87,1168.6,Yes,Medium,Middle-Aged,Home & Kitchen,Yes,129
312,Top Shelf,323.58,310.67,No,Medium,Students,Electronics,No,66
313,Eye Level,316.24,359.04,No,High,Families,Clothing,No,210
314,Top Shelf,211.21,181.81,Yes,Low,Seniors,Electronics,No,77
315,End Cap,378.01,381.81,No,High,Students,Electronics,Yes,211
316,Floor Level,1106.98,1234.14,No,High,Families,Home & Kitchen,Yes,67
317,Top Shelf,1485.18,1602.19,Yes,Low,Families,Personal Care,No,56
318,Eye Level,1737.32,1548.1,No,Low,Middle-Aged,Sports,No,198
319,Entrance Display,373.66,335.82,No,Low,Students,Personal Care,No,112
320,Checkout Zone,681.12,746.79,Yes,Medium,Students,Personal Care,Yes,116
321,End Cap,1841.6,2205.08,No,High,Middle-Aged,Food & Beverages,No,236
322,End Cap,1004.44,1056.77,No,Medium,Families,Clothing,No,188
323,Eye Level,835.56,929.5,Yes,High,Families,Personal Care,Yes,310
324,Entrance Display,1475.32,1490.75,Yes,High,Seniors,Electronics,No,220
325,End Cap,1658.45,1696.84,No,Medium,Students,Food & Beverages,No,168
326,Floor Level,139.59,149.24,Yes,Medium,Young Adults,Electronics,Yes,71
327,Top Shelf,51.32,60.83,No,Low,Seniors,Food & Beverages,No,106
328,Eye Level,538.26,527.57,No,High,Middle-Aged,Electronics,No,232
329,Entrance Display,1465.68,1633.25,No,Medium,Young Adults,Food & Beverages,No,122
330,Eye Level,1207.68,1246.09,Yes,Medium,Young Adults,Electronics,No,199
331,Eye Level,1403.36,1427.49,No,Low,Young Adults,Electronics,No,101
332,Floor Level,317.4,355.71,No,Low,Middle-Aged,Electronics,Yes,70
333,Checkout Zone,908.19,1001.6,Yes,High,Students,Sports,No,194
334,End Cap,1798.36,1616.73,Yes,Low,Students,Sports,No,95
335,Floor Level,663.28,596.25,No,Medium,Students,Home & Kitchen,No,60
336,Entrance Display,1703.39,1840.41,Yes,Medium,Middle-Aged,Home & Kitchen,Yes,163
337,Entrance Display,626.31,544.33,No,Low,Families,Sports,Yes,88
338,Checkout Zone,1974.42,2323.64,Yes,Low,Families,Home & Kitchen,No,105
339,Floor Level,1537.32,1820.28,Yes,Low,Seniors,Food & Beverages,Yes,68
340,Eye Level,1037.89,1110.54,No,High,Families,Clothing,No,234
341,Eye Level,591.06,566.51,Yes,High,Middle-Aged,Home & Kitchen,No,340
342,Top Shelf,654.83,656.87,Yes,Low,Young Adults,Food & Beverages,Yes,52
343,Top Shelf,934.08,993.01,Yes,Medium,Middle-Aged,Electronics,Yes,97
344,Entrance Display,1417.92,1286.54,Yes,Medium,Students,Home & Kitchen,No,149
345,End Cap,297.51,334.22,No,Medium,Young Adults,Personal Care,No,158
346,Floor Level,562.75,670.39,Yes,High,Young Adults,Clothing,No,103
347,Checkout Zone,158.11,181.95,No,Low,Young Adults,Home & Kitchen,Yes,73
348,End Cap,135.87,156.53,Yes,Low,Young Adults,Clothing,No,151
349,Top Shelf,398.97,473.23,Yes,Low,Families,Food & Beverages,No,36
350,End Cap,1835.92,1766.11,No,Low,Students,Personal Care,Yes,97
351,Checkout Zone,399.72,452.29,Yes,Low,Families,Personal Care,No,112
352,Floor Level,1128.53,962.4,Yes,Low,Seniors,Home & Kitchen,No,59
